iter	Passed	Remaining
678	1100	520
679	1121	527
680	1123	526
681	1124	524
682	1133	526
683	1137	525
684	1140	524
685	1143	523
686	1145	521
687	1147	520
688	1149	518
689	1151	517
690	1167	521
691	1192	530
692	1195	529
693	1196	527
694	1198	525
695	1200	524
696	1201	522
697	1203	520
698	1204	518
699	1207	517
700	1210	516
701	1212	514
702	1216	513
703	1218	512
704	1220	510
705	1223	509
706	1225	507
707	1231	507
708	1238	508
709	1246	508
710	1249	507
711	1256	508
712	1258	506
713	1260	505
714	1263	503
715	1265	501
716	1273	502
717	1275	501
718	1282	501
719	1289	501
720	1292	500
721	1294	498
722	1296	496
723	1302	496
724	1305	495
725	1307	493
726	1308	491
727	1310	489
728	1311	487
729	1317	487
730	1319	485
731	1320	483
732	1321	481
733	1322	479
734	1324	477
735	1325	475
736	1326	473
737	1328	471
738	1331	470
739	1332	468
740	1334	466
741	1337	465
742	1339	463
743	1340	461
744	1342	459
745	1343	457
746	1347	456
747	1350	454
748	1351	453
749	1353	451
750	1354	449
751	1355	447
752	1357	445
753	1361	444
754	1364	442
755	1366	440
756	1367	438
757	1368	436
758	1370	435
759	1371	433
760	1372	431
761	1378	430
762	1380	428
763	1382	426
764	1383	424
765	1384	422
766	1385	420
767	1386	418
768	1387	416
769	1392	416
770	1394	414
771	1395	412
772	1396	410
773	1397	408
774	1399	406
775	1406	406
776	1408	404
777	1411	402
778	1412	400
779	1413	398
780	1415	397
781	1421	396
782	1422	394
783	1425	392
784	1427	390
785	1428	388
786	1432	387
787	1436	386
788	1437	384
789	1439	382
790	1440	380
791	1442	378
792	1443	376
793	1445	374
794	1449	373
795	1451	371
796	1452	369
797	1453	367
798	1455	366
799	1456	364
800	1457	362
801	1463	361
802	1465	359
803	1467	357
804	1468	355
805	1469	353
806	1471	351
807	1472	349
808	1474	348
809	1478	346
810	1479	344
811	1481	342
812	1482	340
813	1483	338
814	1484	336
815	1485	335
816	1492	334
817	1494	332
818	1495	330
819	1496	328
820	1497	326
821	1498	324
822	1499	322
823	1500	320
824	1506	319
825	1509	317
826	1510	316
827	1511	314
828	1512	312
829	1514	310
830	1515	308
831	1519	306
832	1522	305
833	1524	303
834	1525	301
835	1526	299
836	1527	297
837	1529	295
838	1530	293
839	1531	291
840	1539	291
841	1541	289
842	1542	287
843	1544	285
844	1554	285
845	1556	283
846	1559	281
847	1564	280
848	1566	278
849	1568	276
850	1570	274
851	1571	272
852	1572	271
853	1573	269
854	1574	267
855	1581	266
856	1582	264
857	1584	262
858	1585	260
859	1586	258
860	1587	256
861	1588	254
862	1590	252
863	1595	251
864	1596	249
865	1597	247
866	1600	245
867	1601	243
868	1603	241
869	1605	239
870	1637	242
871	1640	240
872	1651	240
873	1653	238
874	1655	236
875	1661	235
876	1664	233
877	1666	231
878	1670	229
879	1677	228
880	1681	227
881	1683	225
882	1700	225
883	1713	224
884	1715	222
885	1728	222
886	1730	220
887	1733	218
888	1740	217
889	1742	215
890	1743	213
891	1745	211
892	1746	209
893	1748	207
894	1749	205
895	1756	203
896	1757	201
897	1759	199
898	1760	197
899	1762	195
900	1763	193
901	1771	192
902	1772	190
903	1773	188
904	1774	186
905	1776	184
906	1777	182
907	1778	180
908	1783	178
909	1786	176
910	1787	174
911	1788	172
912	1790	170
913	1791	168
914	1792	166
915	1793	164
916	1800	162
917	1801	160
918	1803	158
919	1804	156
920	1805	154
921	1806	152
922	1807	150
923	1808	148
924	1812	146
925	1815	145
926	1816	143
927	1818	141
928	1819	139
929	1820	137
930	1821	135
931	1822	132
932	1823	130
933	1830	129
934	1832	127
935	1833	125
936	1834	123
937	1835	121
938	1837	119
939	1838	117
940	1839	115
941	1843	113
942	1846	111
943	1847	109
944	1848	107
945	1849	105
946	1850	103
947	1852	101
948	1857	99
949	1858	97
950	1860	95
951	1861	93
952	1862	91
953	1863	89
954	1865	87
955	1866	85
956	1871	84
957	1875	82
958	1876	80
959	1877	78
960	1879	76
961	1881	74
962	1885	72
963	1888	70
964	1890	68
965	1891	66
966	1892	64
967	1894	62
968	1895	60
969	1896	58
970	1902	56
971	1903	54
972	1905	52
973	1906	50
974	1907	48
975	1908	46
976	1909	44
977	1910	42
978	1911	41
979	1916	39
980	1918	37
981	1919	35
982	1920	33
983	1922	31
984	1923	29
985	1925	27
986	1926	25
987	1931	23
988	1933	21
989	1935	19
990	1937	17
991	1938	15
992	1940	13
993	1941	11
994	1946	9
995	1947	7
996	1950	5
997	1952	3
998	1953	1
999	1955	0
